geneSymbol	Context2	DEG_chr	DEG_start	DEG_end	geneType
LAMA4	AvT	chr6	112106077	112254939	protein_coding
TENT5A	AvT	chr6	81491439	81752774	protein_coding
PRSS16	AvT	chr6	27247701	27256646	protein_coding
PCDHB2	AvT	chr5	141094606	141098703	protein_coding
SEMA5A	AvT	chr5	9035033	9546142	protein_coding
GHR	AvT	chr5	42423439	42721878	protein_coding
NME5	AvT	chr5	138115169	138139443	protein_coding
CDH9	AvT	chr5	26880597	27121150	protein_coding
SPARC	AvT	chr5	151661096	151687352	protein_coding
RASGRF2	AvT	chr5	80960310	81230162	protein_coding
NPR3	AvT	chr5	32689070	32791724	protein_coding
ST8SIA4	AvT	chr5	100806933	100903285	protein_coding
LIFR	AvT	chr5	38474668	38608354	protein_coding
DPYSL3	AvT	chr5	147390808	147510089	protein_coding
PDGFRB	AvT	chr5	150113839	150158260	protein_coding
STC2	AvT	chr5	173314723	173328447	protein_coding
UNC5A	AvT	chr5	176810505	176880898	protein_coding
CLDN16	AvT	chr3	190322522	190412460	protein_coding
CD86	AvT	chr3	122055362	122121139	protein_coding
GRK7	AvT	chr3	141763408	141819352	protein_coding
WNT5A	AvT	chr3	55465715	55490539	protein_coding
COL7A1	AvT	chr3	48564073	48595329	protein_coding
HES1	AvT	chr3	194136142	194138732	protein_coding
HYAL1	AvT	chr3	50299883	50312890	protein_coding
PODXL2	AvT	chr3	127629143	127672810	protein_coding
PLSCR4	AvT	chr3	146192335	146251179	protein_coding
PLCH1	AvT	chr3	155375580	155745085	protein_coding
IL1A	AvT	chr2	112773925	112784493	protein_coding
ITGB6	AvT	chr2	160099664	160271888	protein_coding
FNDC4	AvT	chr2	27491883	27495631	protein_coding
IFIH1	AvT	chr2	162267074	162318684	protein_coding
GCA	AvT	chr2	162318839	162371595	protein_coding
CLIP4	AvT	chr2	29095545	29199777	protein_coding
GALNT3	AvT	chr2	165747588	165846201	protein_coding
TACR1	AvT	chr2	75046463	75199520	protein_coding
FN1	AvT	chr2	215360440	215436120	protein_coding
GLS	AvT	chr2	190880821	190965552	protein_coding
IGFBP2	AvT	chr2	216632828	216664441	protein_coding
EFHD1	AvT	chr2	232606057	232682781	protein_coding
ST3GAL5	AvT	chr2	85837120	85905199	protein_coding
CHST10	AvT	chr2	100391860	100417826	protein_coding
PLCD4	AvT	chr2	218607855	218637186	protein_coding
IL1R2	AvT	chr2	101991824	102029018	protein_coding
IL1RL2	AvT	chr2	102186980	102240002	protein_coding
IL18R1	AvT	chr2	102311529	102398777	protein_coding
SLC9A2	AvT	chr2	102619553	102711355	protein_coding
TPO	AvT	chr2	1373933	1543711	protein_coding
ID2	AvT	chr2	8678845	8684461	protein_coding
RND3	AvT	chr2	150468195	150539011	protein_coding
VAX2	AvT	chr2	70900576	70965373	protein_coding
ATP6V1B1	AvT	chr2	70935771	70965431	protein_coding
EPHA4	AvT	chr2	221418027	221574202	protein_coding
MARK1	AvT	chr1	220528086	220664461	protein_coding
PAPPA2	AvT	chr1	176463171	176845601	protein_coding
ELAPOR1	AvT	chr1	109113175	109206781	protein_coding
FBXO6	AvT	chr1	11664189	11674354	protein_coding
C1orf21	AvT	chr1	184386098	184629019	protein_coding
WLS	AvT	chr1	68098473	68233120	protein_coding
RGS2	AvT	chr1	192809039	192812275	protein_coding
KIF21B	AvT	chr1	200969390	201023714	protein_coding
KMO	AvT	chr1	241532134	241595642	protein_coding
RIMS3	AvT	chr1	40620679	40665690	protein_coding
ST6GALNAC5	AvT	chr1	76867447	77067546	protein_coding
PADI2	AvT	chr1	17066761	17119459	protein_coding
MFAP2	AvT	chr1	16974498	16981616	protein_coding
RGS4	AvT	chr1	163068775	163076802	protein_coding
RAB29	AvT	chr1	205767986	205775482	protein_coding
P3H1	AvT	chr1	42746335	42767084	protein_coding
ARTN	AvT	chr1	43933320	43937244	protein_coding
PTCH2	AvT	chr1	44819154	44843253	protein_coding
TSPAN1	AvT	chr1	46173794	46185968	protein_coding
HSD11B1	AvT	chr1	209686178	209734949	protein_coding
MAN1C1	AvT	chr1	25616791	25786205	protein_coding
SLC5A9	AvT	chr1	48222685	48248644	protein_coding
ESYT2	AvT	chr7	158730995	158830253	protein_coding
MUC5B	AvT	chr11	1223066	1262172	protein_coding
TREH	AvT	chr11	118657316	118679690	protein_coding
NRP2	AvT	chr2	205681990	205798133	protein_coding
C1orf54	AvT	chr1	150268034	150281735	protein_coding
ATP10B	AvT	chr5	160563120	160852214	protein_coding
ELOVL4	AvT	chr6	79914814	79947553	protein_coding
TNFAIP3	AvT	chr6	137866383	137885836	protein_coding
CCN2	AvT	chr6	131948176	131951456	protein_coding
RARRES1	AvT	chr3	158696892	158732798	protein_coding
MFSD1	AvT	chr3	158732198	158829719	protein_coding
C1orf198	AvT	chr1	230837119	230869589	protein_coding
PHF19	AvT	chr9	120855651	120894896	protein_coding
NEK6	AvT	chr9	124257606	124353307	protein_coding
BSPRY	AvT	chr9	113349520	113371233	protein_coding
GALNT12	AvT	chr9	98807613	98851266	protein_coding
ALG2	AvT	chr9	99216425	99221942	protein_coding
ONECUT2	AvT	chr18	57435374	57491298	protein_coding
LTBP2	AvT	chr14	74498183	74612378	protein_coding
FLVCR2	AvT	chr14	75578594	75663214	protein_coding
PPP4R4	AvT	chr14	94146128	94279734	protein_coding
GPR68	AvT	chr14	91232532	91254026	protein_coding
ESRRB	AvT	chr14	76310712	76501837	protein_coding
FKBP1B	AvT	chr2	24049701	24063681	protein_coding
CNRIP1	AvT	chr2	68284171	68320051	protein_coding
BCL11A	AvT	chr2	60450520	60554467	protein_coding
EPCAM	AvT	chr2	47345158	47387601	protein_coding
ELOVL3	AvT	chr10	102226299	102229589	protein_coding
GPAM	AvT	chr10	112149865	112215416	protein_coding
PPP1R3C	AvT	chr10	91628442	91633071	protein_coding
CNNM1	AvT	chr10	99329356	99394330	protein_coding
MSX2	AvT	chr5	174724582	174730896	protein_coding
RCL1	AvT	chr9	4792944	4885917	protein_coding
MOB3B	AvT	chr9	27325209	27529814	protein_coding
INSL6	AvT	chr9	5123880	5185647	protein_coding
CCDC170	AvT	chr6	151494013	151621193	protein_coding
PLEKHG1	AvT	chr6	150599848	150843665	protein_coding
TP53AIP1	AvT	chr11	128934731	128943399	protein_coding
PLXDC2	AvT	chr10	19815943	20289856	protein_coding
ENOX1	AvT	chr13	43213004	43787328	protein_coding
SOHLH2	AvT	chr13	36168217	36214588	protein_coding
SMAD9	AvT	chr13	36844831	36920887	protein_coding
TGFBI	AvT	chr5	136028988	136063818	protein_coding
PLS1	AvT	chr3	142595644	142713869	protein_coding
SOCS2	AvT	chr12	93569808	93583487	protein_coding
CLU	AvT	chr8	27596917	27615056	protein_coding
PDLIM2	AvT	chr8	22578058	22598025	protein_coding
TEX14	AvT	chr17	58556678	58692055	protein_coding
LRAT	AvT	chr4	154626945	154753120	protein_coding
ABCC11	AvT	chr16	48165773	48247568	protein_coding
A1BG	AvT	chr19	58345178	58353492	protein_coding
PDZRN3	AvT	chr3	73382431	73624941	protein_coding
MAPK8IP1	AvT	chr11	45885618	45906470	protein_coding
GJA3	AvT	chr13	20138252	20161615	protein_coding
ADGRB2	AvT	chr1	31727117	31764893	protein_coding
TMEM156	AvT	chr4	38965999	39032922	protein_coding
TMEM54	AvT	chr1	32894593	32901440	protein_coding
CXCR4	AvT	chr2	136114349	136119177	protein_coding
RASL11A	AvT	chr13	27270810	27275192	protein_coding
MRPS2	AvT	chr9	135499984	135504673	protein_coding
PRXL2A	AvT	chr10	80406443	80437115	protein_coding
PTGFR	AvT	chr1	78303884	78540701	protein_coding
GLIPR2	AvT	chr9	36136536	36163913	protein_coding
RECK	AvT	chr9	36036905	36124455	protein_coding
ACO1	AvT	chr9	32384603	32454769	protein_coding
AKR1D1	AvT	chr7	138002324	138118306	protein_coding
SRGN	AvT	chr10	69088103	69104811	protein_coding
CHST3	AvT	chr10	71964395	72013558	protein_coding
ECD	AvT	chr10	73130155	73169055	protein_coding
HVCN1	AvT	chr12	110627841	110704950	protein_coding
RASSF8	AvT	chr12	25958068	26079892	protein_coding
BHLHE41	AvT	chr12	26120030	26125037	protein_coding
SSPN	AvT	chr12	26121991	26299290	protein_coding
WWP1	AvT	chr8	86342547	86478420	protein_coding
GIPC1	AvT	chr19	14477759	14496157	protein_coding
MMP19	AvT	chr12	55835433	55842968	protein_coding
NR4A1	AvT	chr12	52022832	52059509	protein_coding
HOXC13	AvT	chr12	53938831	53946544	protein_coding
LRP1	AvT	chr12	57128483	57213361	protein_coding
SARDH	AvT	chr9	133663528	133739976	protein_coding
IL13RA2	AvT	chrX	115003975	115019977	protein_coding
RAB9B	AvT	chrX	103822327	103835153	protein_coding
ESX1	AvT	chrX	104250038	104254933	protein_coding
TNFAIP6	AvT	chr2	151357592	151380046	protein_coding
BAZ2B	AvT	chr2	159315312	159617282	protein_coding
SLC36A1	AvT	chr5	151437046	151492379	protein_coding
BATF3	AvT	chr1	212686417	212699840	protein_coding
ZNF137P	AvT	chr19	52588551	52597413	transcribed_unprocessed_pseudogene
RAB38	AvT	chr11	88113251	88175443	protein_coding
MXD4	AvT	chr4	2247432	2262115	protein_coding
DAW1	AvT	chr2	227870931	227924344	protein_coding
PI3	AvT	chr20	45174902	45176544	protein_coding
SLPI	AvT	chr20	45252239	45254564	protein_coding
PREX1	AvT	chr20	48624249	48828096	protein_coding
PARD6B	AvT	chr20	50731382	50756795	protein_coding
TOX2	AvT	chr20	43914844	44069616	protein_coding
PTGIS	AvT	chr20	49503874	49568157	protein_coding
CDH26	AvT	chr20	59958423	60034011	protein_coding
KCNK15	AvT	chr20	44745865	44752313	protein_coding
PAIP2B	AvT	chr2	71182738	71227109	protein_coding
IL17C	AvT	chr16	88638572	88640468	protein_coding
POF1B	AvT	chrX	85276746	85379755	protein_coding
HIF3A	AvT	chr19	46297042	46343433	protein_coding
CEACAM8	AvT	chr19	42580243	42595055	protein_coding
GRM4	AvT	chr6	34018643	34155622	protein_coding
UNC5CL	AvT	chr6	41026895	41039221	protein_coding
MOCS1	AvT	chr6	39899578	39934551	protein_coding
GNMT	AvT	chr6	42960690	42963883	protein_coding
CPNE5	AvT	chr6	36740775	36839444	protein_coding
RUNX2	AvT	chr6	45328157	45664349	protein_coding
RAB17	AvT	chr2	237574322	237601623	protein_coding
CXCL6	AvT	chr4	73836640	73849064	protein_coding
EREG	AvT	chr4	74365145	74388749	protein_coding
SSUH2	AvT	chr3	8619386	8745040	protein_coding
SH3TC1	AvT	chr4	8182072	8241803	protein_coding
MT2A	AvT	chr16	56608584	56609497	protein_coding
DOK4	AvT	chr16	57471917	57487382	protein_coding
ABCC4	AvT	chr13	95019835	95301822	protein_coding
BMP4	AvT	chr14	53949736	53958761	protein_coding
PTGER2	AvT	chr14	52314305	52329822	protein_coding
GRK4	AvT	chr4	2963571	3040760	protein_coding
HS3ST3B1	AvT	chr17	14301081	14349404	protein_coding
SRMS	AvT	chr20	63538489	63547749	protein_coding
FNDC11	AvT	chr20	63547891	63558138	protein_coding
IL1B	AvT	chr2	112829751	112836816	protein_coding
TNFSF9	AvT	chr19	6531026	6535924	protein_coding
CD70	AvT	chr19	6583183	6604103	protein_coding
C3	AvT	chr19	6677704	6730562	protein_coding
TNFSF14	AvT	chr19	6658085	6670621	protein_coding
SDCBP2	AvT	chr20	1309909	1329211	protein_coding
NRSN2	AvT	chr20	346705	359660	protein_coding
BMP2	AvT	chr20	6767686	6780251	protein_coding
OVOL2	AvT	chr20	17956979	18059188	protein_coding
AMOT	AvT	chrX	112774503	112840831	protein_coding
UROD	AvT	chr1	45010950	45015575	protein_coding
MCF2L	AvT	chr13	112894378	113099742	protein_coding
SLURP1	AvT	chr8	142740949	142742406	protein_coding
THRA	AvT	chr17	40058290	40093867	protein_coding
CCR7	AvT	chr17	40551081	40565472	protein_coding
NR1D1	AvT	chr17	40092793	40100589	protein_coding
PRRG2	AvT	chr19	49580646	49591004	protein_coding
IFI6	AvT	chr1	27666064	27672212	protein_coding
SIX1	AvT	chr14	60643421	60658259	protein_coding
L3HYPDH	AvT	chr14	59460363	59484408	protein_coding
HSPA2	AvT	chr14	64535905	64546173	protein_coding
FAM78A	AvT	chr9	131258076	131277365	protein_coding
ZC4H2	AvT	chrX	64915802	65034713	protein_coding
EDN2	AvT	chr1	41478774	41484686	protein_coding
BCL11B	AvT	chr14	99169287	99272197	protein_coding
ATP13A4	AvT	chr3	193398967	193593111	protein_coding
RAB3IP	AvT	chr12	69738860	69823204	protein_coding
PLA2G5	AvT	chr1	20028179	20091911	protein_coding
KLF2	AvT	chr19	16324826	16328685	protein_coding
SYNGR3	AvT	chr16	1989660	1994275	protein_coding
AKAP9	AvT	chr7	91940840	92110673	protein_coding
GNG11	AvT	chr7	93921735	93928610	protein_coding
HIP1	AvT	chr7	75533298	75738986	protein_coding
STEAP4	AvT	chr7	88270892	88307010	protein_coding
SRD5A3	AvT	chr4	55346213	55373100	protein_coding
KDR	AvT	chr4	55078476	55125595	protein_coding
ADM2	AvT	chr22	50481543	50486440	protein_coding
LIF	AvT	chr22	30240453	30246759	protein_coding
CPA4	AvT	chr7	130293134	130324180	protein_coding
CDHR3	AvT	chr7	105876796	106036432	protein_coding
FOXP2	AvT	chr7	114086317	114693772	protein_coding
IRF5	AvT	chr7	128933429	128950038	protein_coding
ARHGAP22	AvT	chr10	48446036	48656265	protein_coding
CGNL1	AvT	chr15	57375967	57550729	protein_coding
CHAC1	AvT	chr15	40952962	40956512	protein_coding
PALLD	AvT	chr4	168497052	168928457	protein_coding
BBOX1	AvT	chr11	27040698	27127810	protein_coding
AP1M2	AvT	chr19	10572670	10587315	protein_coding
MTUS1	AvT	chr8	17643794	17801545	protein_coding
KLK10	AvT	chr19	51012739	51021048	protein_coding
EPB41L4A	AvT	chr5	112142441	112419313	protein_coding
ITFG1	AvT	chr16	47154387	47464149	protein_coding
QRICH2	AvT	chr17	76274049	76308276	protein_coding
ARHGEF6	AvT	chrX	136665547	136781688	protein_coding
CDKN1C	AvT	chr11	2883213	2885775	protein_coding
CDH15	AvT	chr16	89171748	89195492	protein_coding
PGAP6	AvT	chr16	370788	387113	protein_coding
TNNI3	AvT	chr19	55151767	55157773	protein_coding
GAMT	AvT	chr19	1397026	1401570	protein_coding
NXNL2	AvT	chr9	88534033	88584274	protein_coding
STARD8	AvT	chrX	68647666	68725842	protein_coding
NALF2	AvT	chrX	69504326	69532508	protein_coding
SH3BP4	AvT	chr2	234952017	235055714	protein_coding
THEM6	AvT	chr8	142727191	142736938	protein_coding
DPP6	AvT	chr7	153748133	154894285	protein_coding
ACE2	AvT	chrX	15494566	15607236	protein_coding
ATP8B3	AvT	chr19	1782075	1812276	protein_coding
ARPC1B	AvT	chr7	99374226	99394827	protein_coding
GDF15	AvT	chr19	18374731	18389176	protein_coding
CRB3	AvT	chr19	6463777	6467221	protein_coding
LSP1	AvT	chr11	1850904	1892267	protein_coding
TNNI2	AvT	chr11	1838981	1841680	protein_coding
H19	AvT	chr11	1995165	2004552	lncRNA
COL5A1	AvT	chr9	134641803	134844843	protein_coding
MNX1	AvT	chr7	156994051	157010663	protein_coding
RBBP8NL	AvT	chr20	62410237	62427539	protein_coding
PRDM12	AvT	chr9	130664594	130682986	protein_coding
FIBCD1	AvT	chr9	130900194	130941232	protein_coding
ARHGEF16	AvT	chr1	3454550	3481127	protein_coding
SMPDL3B	AvT	chr1	27935000	27959157	protein_coding
THEMIS2	AvT	chr1	27872543	27886685	protein_coding
CASZ1	AvT	chr1	10636604	10796650	protein_coding
HSD17B3	AvT	chr9	96235306	96302176	protein_coding
POLN	AvT	chr4	2071918	2242121	protein_coding
AKAP12	AvT	chr6	151239936	151358563	protein_coding
SYNE1	AvT	chr6	152121687	152637801	protein_coding
EPS8L1	AvT	chr19	55072020	55090124	protein_coding
GGT7	AvT	chr20	34844714	34872868	protein_coding
GFAP	AvT	chr17	44903159	44916937	protein_coding
PYY	AvT	chr17	43952733	44004469	protein_coding
GSE1	AvT	chr16	85169525	85676204	protein_coding
NFATC1	AvT	chr18	79395856	79529325	protein_coding
RAB11FIP4	AvT	chr17	31391675	31538211	protein_coding
RFTN1	AvT	chr3	16313574	16514026	protein_coding
GALNT15	AvT	chr3	16174573	16231992	protein_coding
SLC6A6	AvT	chr3	14402565	14489349	protein_coding
GFPT2	AvT	chr5	180300682	180353339	protein_coding
AOC3	AvT	chr17	42851184	42858130	protein_coding
KREMEN2	AvT	chr16	2963960	2968380	protein_coding
NINJ1	AvT	chr9	93121496	93134310	protein_coding
MAP1B	AvT	chr5	72107234	72209565	protein_coding
KHDRBS3	AvT	chr8	135457456	135656722	protein_coding
LLGL1	AvT	chr17	18225569	18244876	protein_coding
GCH1	AvT	chr14	54842008	54903280	protein_coding
FCRLA	AvT	chr1	161706958	161714352	protein_coding
EMILIN2	AvT	chr18	2846930	2916003	protein_coding
RAMP1	AvT	chr2	237858893	237912111	protein_coding
PTPRE	AvT	chr10	127906805	128085856	protein_coding
FIGNL1	AvT	chr7	50444128	50450406	protein_coding
ITGB4	AvT	chr17	75721190	75757821	protein_coding
GUCY2D	AvT	chr17	8002615	8020342	protein_coding
DLG4	AvT	chr17	7187187	7219836	protein_coding
REEP2	AvT	chr5	138438988	138446969	protein_coding
RAB25	AvT	chr1	156061148	156070514	protein_coding
SYT11	AvT	chr1	155859449	155885199	protein_coding
ALDH3B2	AvT	chr11	67662155	67681224	protein_coding
VSTM2L	AvT	chr20	37903111	37945350	protein_coding
ZBED3	AvT	chr5	77072072	77087353	protein_coding
PATJ	AvT	chr1	61742477	62178675	protein_coding
KANK4	AvT	chr1	62236165	62319434	protein_coding
ATP8A2	AvT	chr13	25371974	26025851	protein_coding
WASF3	AvT	chr13	26557661	26688948	protein_coding
GPR12	AvT	chr13	26755200	26760802	protein_coding
PEMT	AvT	chr17	17505561	17591718	protein_coding
TMCC2	AvT	chr1	205227912	205285632	protein_coding
DCLK1	AvT	chr13	35768652	36132164	protein_coding
CCNA1	AvT	chr13	36431520	36442870	protein_coding
EPSTI1	AvT	chr13	42886388	42992392	protein_coding
POSTN	AvT	chr13	37562582	37598855	protein_coding
RNF128	AvT	chrX	106693794	106797016	protein_coding
EPHB2	AvT	chr1	22710839	22921500	protein_coding
LARGE1	AvT	chr22	33162226	33922885	protein_coding
C1QTNF6	AvT	chr22	37180166	37199385	protein_coding
LRRIQ1	AvT	chr12	85036314	85264457	protein_coding
LRRCC1	AvT	chr8	85107116	85146080	protein_coding
CA1	AvT	chr8	85327608	85379014	protein_coding
RNF122	AvT	chr8	33547754	33567170	protein_coding
DGLUCY	AvT	chr14	91060044	91226929	protein_coding
CATSPERB	AvT	chr14	91580696	91780707	protein_coding
TTC9	AvT	chr14	70641665	70675366	protein_coding
LOXL2	AvT	chr8	23296897	23425328	protein_coding
IRAK2	AvT	chr3	10164863	10243756	protein_coding
CNTN6	AvT	chr3	1092658	1404217	protein_coding
TSPAN2	AvT	chr1	115048011	115089503	protein_coding
TSHB	AvT	chr1	115029826	115034302	protein_coding
SORT1	AvT	chr1	109309568	109397967	protein_coding
VTCN1	AvT	chr1	117143587	117210960	protein_coding
GRHL1	AvT	chr2	9951693	10002277	protein_coding
RSAD2	AvT	chr2	6865557	6898239	protein_coding
NAV1	AvT	chr1	201538982	201826969	protein_coding
TMEM241	AvT	chr18	23197144	23437971	protein_coding
CABLES1	AvT	chr18	23134564	23260470	protein_coding
DOCK2	AvT	chr5	169637249	170083382	protein_coding
EMP1	AvT	chr12	13196723	13219941	protein_coding
SOX5	AvT	chr12	23529504	24562544	protein_coding
RERG	AvT	chr12	15107783	15348675	protein_coding
SPOCD1	AvT	chr1	31790422	31816022	protein_coding
PHC2	AvT	chr1	33323623	33431095	protein_coding
HOOK1	AvT	chr1	59814786	59876369	protein_coding
DSC2	AvT	chr18	31058545	31102600	protein_coding
DSG3	AvT	chr18	31447741	31478702	protein_coding
DAGLA	AvT	chr11	61680391	61747003	protein_coding
TCN1	AvT	chr11	59852800	59866489	protein_coding
C5AR2	AvT	chr19	47332148	47347329	protein_coding
CLDN10	AvT	chr13	95433604	95579759	protein_coding
DZIP1	AvT	chr13	95578202	95644740	protein_coding
POGLUT2	AvT	chr13	102784281	102799040	protein_coding
CTSL	AvT	chr9	87724051	87731469	protein_coding
CEMIP2	AvT	chr9	71683364	71816690	protein_coding
AGTPBP1	AvT	chr9	85546539	85742144	protein_coding
ENTREP1	AvT	chr9	69324567	69392592	protein_coding
TBX3	AvT	chr12	114670255	114684175	protein_coding
HRK	AvT	chr12	116856144	116881441	protein_coding
DTX1	AvT	chr12	113056710	113098028	protein_coding
KCP	AvT	chr7	128862042	128910719	protein_coding
TES	AvT	chr7	116210493	116258789	protein_coding
NT5E	AvT	chr6	85449584	85495791	protein_coding
PRR5L	AvT	chr11	36296120	36465209	protein_coding
LMO2	AvT	chr11	33858574	33892076	protein_coding
EHF	AvT	chr11	34617044	34663386	protein_coding
PRRG4	AvT	chr11	32829675	32858120	protein_coding
AVIL	AvT	chr12	57797376	57818734	protein_coding
GDF11	AvT	chr12	55743122	55757264	protein_coding
AGAP2	AvT	chr12	57723761	57742157	protein_coding
B4GALNT1	AvT	chr12	57623409	57633239	protein_coding
COQ10A	AvT	chr12	56266846	56270966	protein_coding
MAP7	AvT	chr6	136342281	136550819	protein_coding
PKIB	AvT	chr6	122471917	122726375	protein_coding
DYSF	AvT	chr2	71453561	71686763	protein_coding
KLHL36	AvT	chr16	84643425	84667837	protein_coding
BCO1	AvT	chr16	81238576	81291226	protein_coding
KIAA0513	AvT	chr16	85027709	85094230	protein_coding
CCDC102A	AvT	chr16	57511999	57537163	protein_coding
GLUL	AvT	chr1	182378098	182392206	protein_coding
RNASEL	AvT	chr1	182573634	182589272	protein_coding
KIAA1614	AvT	chr1	180912897	180951614	protein_coding
NPL	AvT	chr1	182789293	182831017	protein_coding
CHRND	AvT	chr2	232525993	232536667	protein_coding
SERPINE2	AvT	chr2	223975045	224039688	protein_coding
SLC41A2	AvT	chr12	104801801	104958759	protein_coding
VILL	AvT	chr3	37987978	38007188	protein_coding
THSD1	AvT	chr13	52377163	52416373	protein_coding
LMO7	AvT	chr13	75620434	75859870	protein_coding
SCEL	AvT	chr13	77535605	77646769	protein_coding
GPNMB	AvT	chr7	23235967	23275108	protein_coding
IL6	AvT	chr7	22725884	22732002	protein_coding
ZDHHC4	AvT	chr7	6577405	6589374	protein_coding
MYO1G	AvT	chr7	44962662	44979813	protein_coding
NKX2-8	AvT	chr14	36580004	36582614	protein_coding
ALPK3	AvT	chr15	84817176	84873479	protein_coding
LIMD2	AvT	chr17	63695883	63701172	protein_coding
BLK	AvT	chr8	11486894	11564599	protein_coding
HLX	AvT	chr1	220879431	220885059	protein_coding
IL1RN	AvT	chr2	113099315	113134016	protein_coding
IL36RN	AvT	chr2	113058638	113065382	protein_coding
BIN1	AvT	chr2	127048017	127107556	protein_coding
GYPC	AvT	chr2	126655938	126696667	protein_coding
ST6GALNAC4	AvT	chr9	127907876	127917055	protein_coding
TMOD1	AvT	chr9	97501180	97601743	protein_coding
SLC2A8	AvT	chr9	127397138	127408424	protein_coding
